date,spot_price,futures_price,spread_points,spread_pct,annual_return_potential
2016-03-04,7485.35009765625,830.0,-6655.35009765625,-88.91167428147573,-355.6466971259029
2016-05-16,7860.75,1050.0,-6810.75,-86.64249594504341,-346.56998378017363
2016-05-18,7870.14990234375,1088.0,-6782.14990234375,-86.17561274562266,-344.70245098249063
2016-12-12,8170.7998046875,9953.900390625,1783.1005859375,21.822840218341348,87.29136087336539
2016-12-13,8221.7998046875,10058.650390625,1836.8505859375,22.341222476497848,89.36488990599139
2016-12-14,8182.4501953125,10128.9501953125,1946.5,23.78871797001705,95.1548718800682
2016-12-15,8153.60009765625,10195.75,2042.14990234375,25.04599045678933,100.18396182715732
2016-12-16,8139.4501953125,10222.9501953125,2083.5,25.59755204595865,102.3902081838346
2016-12-19,8104.35009765625,10223.650390625,2119.30029296875,26.150157229530897,104.60062891812359
2016-12-20,8082.39990234375,10322.849609375,2240.44970703125,27.720104598902118,110.88041839560847
2016-12-21,8061.2998046875,10228.25,2166.9501953125,26.880903177083894,107.52361270833558
2016-12-22,7979.10009765625,10163.0,2183.89990234375,27.3702532317553,109.4810129270212
2016-12-23,7985.75,10071.0498046875,2085.2998046875,26.112760913971762,104.45104365588705
2016-12-27,8032.85009765625,10170.7001953125,2137.85009765625,26.613842803813952,106.45537121525581
2016-12-28,8034.85009765625,10198.599609375,2163.74951171875,26.92955668643913,107.71822674575652
2016-12-29,8103.60009765625,10291.849609375,2188.24951171875,27.003424223162774,108.0136968926511
2016-12-30,8185.7998046875,10399.25,2213.4501953125,27.040121284727658,108.16048513891063
2017-01-03,8192.25,10362.25,2170.0,26.488449449174524,105.9537977966981
2017-01-04,8190.5,10496.900390625,2306.400390625,28.159457794090713,112.63783117636285
2017-01-05,8273.7998046875,10400.0498046875,2126.25,25.698591338835374,102.7943653553415
2017-01-06,8243.7998046875,10110.4501953125,1866.650390625,22.643082496540075,90.5723299861603
2017-01-09,8236.0498046875,10198.4501953125,1962.400390625,23.826961190886816,95.30784476354727
2017-01-10,8288.599609375,10221.5,1932.900390625,23.319987473381527,93.27994989352611
2017-01-11,8380.650390625,10220.5498046875,1839.8994140625,21.954136353435054,87.81654541374022
2017-01-12,8407.2001953125,10398.7998046875,1991.599609375,23.689213568215393,94.75685427286157
2017-01-13,8400.349609375,10263.5498046875,1863.2001953125,22.180031569556604,88.72012627822642
2017-01-16,8412.7998046875,10173.099609375,1760.2998046875,20.92406625088932,83.69626500355729
2017-01-17,8398.0,10206.7998046875,1808.7998046875,21.53845921275899,86.15383685103596
2017-01-18,8417.0,10231.599609375,1814.599609375,21.55874550760366,86.23498203041464
2017-01-19,8435.099609375,10222.150390625,1787.05078125,21.185888300166877,84.7435532006675
2017-01-20,8349.349609375,10132.650390625,1783.30078125,21.35855922535134,85.43423690140536
2017-01-23,8391.5,10219.400390625,1827.900390625,21.782761015611037,87.13104406244415
2017-01-24,8475.7998046875,10201.599609375,1725.7998046875,20.361497964275358,81.44599185710143
2017-01-25,8602.75,10164.4501953125,1561.7001953125,18.153499698497573,72.61399879399029
2017-01-27,8641.25,10181.849609375,1540.599609375,17.82843465210473,71.31373860841892
2017-01-30,8632.75,10170.650390625,1537.900390625,17.814721735541976,71.2588869421679
2017-01-31,8561.2998046875,9848.5,1287.2001953125,15.035102433952021,60.140409735808085
2017-02-01,8716.400390625,9750.0,1033.599609375,11.85810154483836,47.43240617935344
2017-02-02,8734.25,9926.0,1191.75,13.644560208375076,54.5782408335003
2017-02-03,8740.9501953125,10025.7998046875,1284.849609375,14.699198378501515,58.79679351400606
2017-02-06,8801.0498046875,10029.0498046875,1228.0,13.952880931840184,55.811523727360736
2017-02-07,8768.2998046875,9997.9501953125,1229.650390625,14.023817821188475,56.0952712847539
2017-02-08,8769.0498046875,10007.0498046875,1238.0,14.117835199638465,56.47134079855386
2017-02-09,8778.400390625,10167.900390625,1389.5,15.828624101993952,63.31449640797581
2017-02-10,8793.5498046875,10387.849609375,1594.2998046875,18.130332346985067,72.52132938794027
2017-02-13,8805.0498046875,10452.900390625,1647.8505859375,18.714835492017798,74.85934196807119
2017-02-14,8792.2998046875,10474.099609375,1681.7998046875,19.12809892800596,76.51239571202385
2017-02-15,8724.7001953125,10427.650390625,1702.9501953125,19.518724508464373,78.0748980338575
2017-02-16,8778.0,10628.0498046875,1850.0498046875,21.075983193067895,84.30393277227158
2017-02-17,8821.7001953125,10527.2001953125,1705.5,19.33300794903725,77.332031796149
2017-02-20,8879.2001953125,10671.25,1792.0498046875,20.18255884841472,80.73023539365887
2017-02-21,8907.849609375,10680.75,1772.900390625,19.902675374751773,79.61070149900709
2017-02-22,8926.900390625,10514.7998046875,1587.8994140625,17.787802535918363,71.15121014367345
2017-02-23,8939.5,10689.650390625,1750.150390625,19.577721244197104,78.31088497678842
2017-02-27,8896.7001953125,10706.7001953125,1810.0,20.34462171664112,81.37848686656449
2017-02-28,8879.599609375,10680.9501953125,1801.3505859375,20.286394265296046,81.14557706118418
2017-03-01,8945.7998046875,10748.0498046875,1802.25,20.146326089877856,80.58530435951143
2017-03-02,8899.75,10741.599609375,1841.849609375,20.695520766032754,82.78208306413102
2017-03-03,8897.5498046875,10806.25,1908.7001953125,21.451975400092042,85.80790160036817
2017-03-06,8963.4501953125,10779.0498046875,1815.599609375,20.255588750015935,81.02235500006374
2017-03-07,8946.900390625,10799.099609375,1852.19921875,20.70213300564769,82.80853202259075
2017-03-08,8924.2998046875,10739.4501953125,1815.150390625,20.339415196154548,81.35766078461819
2017-03-09,8927.0,10724.75,1797.75,20.138344348605354,80.55337739442142
2017-03-10,8934.5498046875,10749.849609375,1815.2998046875,20.31775348921448,81.27101395685791
2017-03-14,9087.0,10879.25,1792.25,19.723230989325412,78.89292395730165
2017-03-15,9084.7998046875,10696.5498046875,1611.75,17.74117244904376,70.96468979617504
2017-03-16,9153.7001953125,10822.099609375,1668.3994140625,18.226502708892163,72.90601083556865
2017-03-17,9160.0498046875,10900.75,1740.7001953125,19.003173917479423,76.01269566991769
2017-03-20,9126.849609375,10776.75,1649.900390625,18.07743593068785,72.3097437227514
2017-03-21,9121.5,10787.2001953125,1665.7001953125,18.26125303198487,73.04501212793949
2017-03-22,9030.4501953125,10783.2998046875,1752.849609375,19.41043437994779,77.64173751979116
2017-03-23,9086.2998046875,10850.7998046875,1764.5,19.419346025647517,77.67738410259007
2017-03-24,9108.0,10768.9501953125,1660.9501953125,18.236168152311155,72.94467260924462
2017-03-27,9045.2001953125,10648.5,1603.2998046875,17.72542088696256,70.90168354785024
2017-03-28,9100.7998046875,10681.0498046875,1580.25,17.363858495009076,69.4554339800363
2017-03-29,9143.7998046875,10741.25,1597.4501953125,17.470310258691132,69.88124103476453
2017-03-30,9173.75,10730.75,1557.0,16.97233955579779,67.88935822319117
2017-03-31,9173.75,10703.25,1529.5,16.672571194985693,66.69028477994277
2017-04-03,9237.849609375,10592.0,1354.150390625,14.65871872660435,58.6348749064174
2017-04-05,9265.150390625,10510.2998046875,1245.1494140625,13.439063172923907,53.75625269169563
2017-04-06,9261.9501953125,10538.150390625,1276.2001953125,13.778957653630966,55.115830614523865
2017-04-07,9198.2998046875,10485.75,1287.4501953125,13.996610489434241,55.986441957736965
2017-04-10,9181.4501953125,10338.150390625,1156.7001953125,12.598229807999633,50.39291923199853
2017-04-11,9237.0,10398.849609375,1161.849609375,12.57821380724261,50.31285522897044
2017-04-12,9203.4501953125,10323.4501953125,1120.0,12.169349279147925,48.6773971165917
2017-04-13,9150.7998046875,10064.2001953125,913.400390625,9.981645431223512,39.92658172489405
2017-04-17,9139.2998046875,10000.900390625,861.6005859375,9.427424467414774,37.709697869659095
2017-04-18,9105.150390625,9981.5498046875,876.3994140625,9.625315085019059,38.501260340076236
2017-04-19,9103.5,9944.7998046875,841.2998046875,9.24149837631131,36.96599350524524
2017-04-20,9136.400390625,10039.0498046875,902.6494140625,9.879705085918983,39.518820343675934
2017-04-21,9119.400390625,10008.150390625,888.75,9.745706536952364,38.982826147809455
2017-04-24,9217.9501953125,10058.349609375,840.3994140625,9.116988009870772,36.46795203948309
2017-04-25,9306.599609375,10091.25,784.650390625,8.431117954559717,33.72447181823887
2017-04-26,9351.849609375,9966.75,614.900390625,6.5751740704702675,26.30069628188107
2017-04-27,9342.150390625,10012.349609375,670.19921875,7.173928814318338,28.695715257273353
2017-04-28,9304.0498046875,9943.7001953125,639.650390625,6.874967396485086,27.499869585940345
2017-05-02,9313.7998046875,10006.349609375,692.5498046875,7.4357385729823156,29.742954291929262
2017-05-03,9311.9501953125,10131.0498046875,819.099609375,8.796219827156323,35.18487930862529
2017-05-04,9359.900390625,10106.5,746.599609375,7.976576440095496,31.906305760381983
2017-05-05,9285.2998046875,10086.349609375,801.0498046875,8.627075286067832,34.50830114427133
2017-05-08,9314.0498046875,10209.150390625,895.1005859375,9.610219020806834,38.44087608322734
2017-05-09,9316.849609375,10279.599609375,962.75,10.333428576879045,41.33371430751618
2017-05-10,9407.2998046875,10219.5498046875,812.25,8.634252302613652,34.537009210454606
2017-05-11,9422.400390625,10256.099609375,833.69921875,8.84805552924184,35.39222211696736
2017-05-12,9400.900390625,10367.2998046875,966.3994140625,10.279860161333449,41.119440645333796
2017-05-15,9445.400390625,10339.75,894.349609375,9.468625705509357,37.87450282203743
2017-05-16,9512.25,10461.2998046875,949.0498046875,9.977132694026123,39.90853077610449
2017-05-17,9525.75,10437.2998046875,911.5498046875,9.569323199616827,38.27729279846731
2017-05-18,9429.4501953125,10545.599609375,1116.1494140625,11.836845107017503,47.34738042807001
2017-05-19,9427.900390625,10456.349609375,1028.44921875,10.90857111486539,43.63428445946156
2017-05-22,9438.25,10504.849609375,1066.599609375,11.30081963685005,45.2032785474002
2017-05-23,9386.150390625,10510.2001953125,1124.0498046875,11.975621079012482,47.90248431604993
2017-05-24,9360.5498046875,10509.2001953125,1148.650390625,12.271185075579517,49.08474030231807
2017-05-25,9509.75,10738.349609375,1228.599609375,12.919368115618182,51.67747246247273
2017-05-26,9595.099609375,10735.400390625,1140.30078125,11.884199515092645,47.53679806037058
2017-05-29,9604.900390625,10568.349609375,963.44921875,10.030809061699259,40.123236246797035
2017-05-30,9624.5498046875,10609.0,984.4501953125,10.228532401931544,40.914129607726174
2017-05-31,9621.25,10549.099609375,927.849609375,9.64375324801871,38.57501299207484
2017-06-01,9616.099609375,10574.7001953125,958.6005859375,9.968704827089498,39.87481930835799
2017-06-02,9653.5,10608.9501953125,955.4501953125,9.897448545216761,39.589794180867045
2017-06-05,9675.099609375,10660.099609375,985.0,10.18077373638151,40.72309494552604
2017-06-06,9637.150390625,10907.25,1270.099609375,13.179202958278522,52.716811833114086
2017-06-07,9663.900390625,10701.25,1037.349609375,10.734274645269918,42.937098581079674
2017-06-08,9647.25,10550.0,902.75,9.357588950218974,37.430355800875894
2017-06-09,9668.25,10442.650390625,774.400390625,8.009726585731647,32.03890634292659
2017-06-12,9616.400390625,10470.75,854.349609375,8.884297394770531,35.537189579082124
2017-06-13,9606.900390625,10339.0,732.099609375,7.620560010067632,30.48224004027053
2017-06-14,9618.150390625,10366.099609375,747.94921875,7.776435056360116,31.105740225440464
2017-06-15,9578.0498046875,10278.0498046875,700.0,7.3083771151139745,29.233508460455898
2017-06-16,9588.0498046875,10189.5,601.4501953125,6.272914800864479,25.091659203457915
2017-06-19,9657.5498046875,10197.900390625,540.3505859375,5.595110528710183,22.380442114840733
2017-06-20,9653.5,10289.9501953125,636.4501953125,6.592947587015072,26.371790348060287
2017-06-21,9633.599609375,10223.400390625,589.80078125,6.1223302313294345,24.489320925317738
2017-06-22,9630.0,10199.5498046875,569.5498046875,5.91432818990135,23.6573127596054
2017-06-23,9574.9501953125,10170.599609375,595.6494140625,6.220913967302987,24.88365586921195
2017-06-27,9511.400390625,10068.849609375,557.44921875,5.860853248270938,23.44341299308375
2017-06-28,9491.25,10133.5498046875,642.2998046875,6.76728360002634,27.06913440010536
2017-06-29,9504.099609375,10124.400390625,620.30078125,6.526665404875651,26.106661619502603
2017-06-30,9520.900390625,10155.0498046875,634.1494140625,6.660603388802719,26.642413555210876
2017-07-03,9615.0,10189.849609375,574.849609375,5.97867508450338,23.91470033801352
2017-07-04,9613.2998046875,10213.400390625,600.1005859375,6.24239957277612,24.96959829110448
2017-07-05,9637.599609375,10160.650390625,523.05078125,5.427189367165668,21.70875746866267
2017-07-06,9674.5498046875,10148.900390625,474.3505859375,4.903076582516205,19.61230633006482
2017-07-07,9665.7998046875,10087.7998046875,422.0,4.36590875589362,17.46363502357448
2017-07-10,9771.0498046875,10360.099609375,589.0498046875,6.028521156497566,24.114084625990262
2017-07-11,9786.0498046875,10430.0,643.9501953125,6.580287329051289,26.321149316205155
2017-07-12,9816.099609375,10401.5,585.400390625,5.9636761434847845,23.854704573939138
2017-07-13,9891.7001953125,10440.5498046875,548.849609375,5.548587184588247,22.19434873835299
2017-07-14,9886.349609375,10330.650390625,444.30078125,4.494083244119546,17.976332976478183
2017-07-17,9915.9501953125,10445.849609375,529.8994140625,5.343909596409588,21.375638385638354
2017-07-18,9827.150390625,10493.2001953125,666.0498046875,6.777649452916734,27.110597811666935
2017-07-19,9899.599609375,10583.7998046875,684.2001953125,6.911392604854008,27.645570419416032
2017-07-20,9873.2998046875,10491.150390625,617.8505859375,6.257792208884065,25.03116883553626
2017-07-21,9915.25,10711.5498046875,796.2998046875,8.031061291318927,32.12424516527571
2017-07-24,9966.400390625,10823.5498046875,857.1494140625,8.600391118831496,34.40156447532598
2017-07-25,9964.5498046875,10810.349609375,845.7998046875,8.488088486342061,33.952353945368245
2017-07-26,10020.650390625,10782.9501953125,762.2998046875,7.6072886985527735,30.429154794211094
2017-07-27,10020.5498046875,10612.2998046875,591.75,5.905364591104433,23.62145836441773
2017-07-28,10014.5,10699.4501953125,684.9501953125,6.839584555519497,27.35833822207799
2017-07-31,10077.099609375,10755.75,678.650390625,6.734580553253965,26.93832221301586
2017-08-01,10114.650390625,10801.849609375,687.19921875,6.79409759319953,27.17639037279812
2017-08-02,10081.5,10727.349609375,645.849609375,6.406284872042852,25.625139488171406
2017-08-03,10013.650390625,10682.5,668.849609375,6.679378481209927,26.717513924839707
2017-08-04,10066.400390625,10757.9501953125,691.5498046875,6.8698817636098735,27.479527054439494
2017-08-07,10057.400390625,10678.7998046875,621.3994140625,6.1785291420011195,24.714116568004478
2017-08-08,9978.5498046875,10623.7001953125,645.150390625,6.465372256015955,25.86148902406382
2017-08-09,9908.0498046875,10613.5498046875,705.5,7.120472887270185,28.48189154908074
2017-08-10,9820.25,10662.349609375,842.099609375,8.575134129731932,34.30053651892773
2017-08-11,9710.7998046875,10647.0498046875,936.25,9.641327376021723,38.56530950408689
2017-08-14,9794.150390625,10587.2998046875,793.1494140625,8.098195171902873,32.39278068761149
2017-08-16,9897.2998046875,10659.7001953125,762.400390625,7.703115048246962,30.81246019298785
2017-08-17,9904.150390625,10797.7998046875,893.6494140625,9.022979042285185,36.09191616914074
2017-08-18,9837.400390625,10570.0,732.599609375,7.447085411641517,29.788341646566067
2017-08-21,9754.349609375,10440.0498046875,685.7001953125,7.029686476005195,28.11874590402078
2017-08-22,9765.5498046875,10446.25,680.7001953125,6.970423672262277,27.88169468904911
2017-08-23,9852.5,10478.25,625.75,6.351179903577772,25.404719614311087
2017-08-24,9857.0498046875,10503.900390625,646.8505859375,6.5623142700353565,26.249257080141426
2017-08-28,9912.7998046875,10592.2998046875,679.5,6.854773761078908,27.419095044315632
2017-08-29,9796.0498046875,10506.0,709.9501953125,7.247311002571488,28.98924401028595
2017-08-30,9884.400390625,10493.25,608.849609375,6.159702008353203,24.63880803341281
2017-08-31,9917.900390625,10558.25,640.349609375,6.456503737225444,25.826014948901776
2017-09-01,9974.400390625,10514.400390625,540.0,5.413859268247837,21.655437072991347
2017-09-05,9952.2001953125,10498.0,545.7998046875,5.484212475393858,21.93684990157543
2017-09-06,9916.2001953125,10421.650390625,505.4501953125,5.09721652807526,20.38886611230104
2017-09-07,9929.900390625,10460.9501953125,531.0498046875,5.347987228440617,21.39194891376247
